anahtar,konusmaci,sapma,f0,tini,seviye,z_f0,z_tini,z_seviye
ITEM_SELF_CUBE_2,SPK_TOLGA,0.5,136.8,1293.0,-22.7,0.3,0.3,0.8
REACT_FATIH_CHICKPEAS,SPK_FATIH,0.5,120.3,903.2,-20.4,0.5,0.6,0.3
D10B_F_02,SPK_FATIH,0.5,116.8,997.7,-20.9,0.2,0.6,0.1
D10G_T_MISSED_2,SPK_TOLGA,0.5,155.4,1345.5,-21.5,0.5,0.1,0.0
D12B_T_CANT_SAY,SPK_TOLGA,0.5,155.4,1278.4,-21.9,0.5,0.4,0.3
D12_END_12_1_2,SPK_TOLGA,0.5,145.5,1306.4,-20.4,0.1,0.2,0.8
D1_H_21,SPK_HIKMET,0.5,320.0,2370.7,-19.8,0.3,0.6,0.2
D5_H_HIDDEN,SPK_HIKMET,0.5,307.7,2156.9,-19.5,0.3,0.6,0.4
D7_N_GUARDS_ASK,SPK_NIHAT,0.5,149.5,1192.9,-21.8,0.5,0.6,0.2
D9_LUTFI_NO,SPK_LUTFI,0.5,146.8,1234.5,-23.6,0.1,0.0,0.8
D_EV_COLUMN,SPK_TOLGA,0.5,155.3,1346.3,-21.4,0.5,0.1,0.1
QUEST_CAT_DONE,SPK_TOLGA,0.5,137.9,1416.6,-21.4,0.2,0.6,0.1
REACT_NIHAT_CHICKPEAS,SPK_NIHAT,0.5,149.5,1271.0,-21.5,0.5,0.5,0.4
D10A_T_04,SPK_TOLGA,0.4,133.3,1336.6,-21.6,0.4,0.0,0.1
D10L_G_RETREAT,SPK_GRANT,0.4,148.1,1219.0,-24.3,0.2,0.6,0.7
D14_M_RECRUIT,SPK_MUFIDE,0.4,252.0,1282.3,-23.2,0.0,0.3,0.7
D3_H_DOUBLE_DOWN,SPK_HIKMET,0.4,320.0,2159.7,-19.9,0.3,0.6,0.1
D3_N_20,SPK_NIHAT,0.4,150.2,1253.5,-21.6,0.4,0.3,0.4
D4A_HU_ARGUE_4,SPK_HUSEYIN,0.4,258.1,1415.2,-21.1,0.3,0.3,0.7
D4A_T_END1,SPK_TOLGA,0.4,148.1,1301.8,-20.4,0.2,0.3,0.7
D7_N_EMP,SPK_NIHAT,0.4,186.6,1219.5,-21.6,0.4,0.2,0.4
D9_H2_AGAIN,SPK_HIKMET,0.4,307.7,2158.9,-19.9,0.3,0.6,0.1
MG_CAUL_K_BAD,SPK_KADRI,0.4,307.7,1979.5,-23.1,0.3,0.2,0.7
MG_CAUL_K_COMBO_1,SPK_KADRI,0.4,320.0,2009.6,-23.1,0.3,0.1,0.7
REACT_FISHMONGER_PHONE,SPK_FISHMONGER,0.4,372.1,2354.2,-21.5,0.0,0.6,0.4
REACT_MINER_BOOK,SPK_MINER,0.4,235.3,2151.4,-20.2,0.2,0.6,0.2
REACT_NOTARY_POWERBANK,SPK_NOTARY,0.4,188.2,1177.3,-19.3,0.4,0.1,0.5
D10L_T_POLICY,SPK_TOLGA,0.4,137.9,1265.0,-21.7,0.2,0.5,0.1
D6B_C_OK_3,SPK_CLERK,0.4,163.3,2082.1,-19.5,0.4,0.2,0.7
MG_CAUL_K_DUEL_WIN,SPK_KADRI,0.4,307.7,1932.3,-25.4,0.3,0.5,0.6
MG_HAG_WINE_DEAL,SPK_WINE,0.4,206.5,1140.5,-23.0,0.3,0.5,0.5
MG_MAN_E_OUCH_3,SPK_EMPEROR,0.4,100.0,1182.3,-24.3,0.3,0.2,0.7
REACT_NOTARY_CUBE,SPK_NOTARY,0.4,179.8,1164.6,-21.2,0.3,0.2,0.7
D11_N_HELP_1,SPK_NIHAT,0.4,150.9,1237.3,-22.7,0.4,0.1,0.3
D12_END_12_5_3,SPK_FATIH,0.4,108.8,908.0,-21.6,0.4,0.5,0.3
D12_END_12_6_2,SPK_HIKMET,0.4,320.0,2166.2,-20.4,0.3,0.5,0.2
D13_H_01,SPK_HIKMET,0.4,313.7,2365.0,-19.0,0.0,0.5,0.7
D13_H_CARD,SPK_HIKMET,0.4,307.7,2363.6,-19.5,0.3,0.5,0.4
D15_N_N2,SPK_NIHAT,0.4,185.9,1264.8,-21.5,0.4,0.4,0.4
D2_S_16,SPK_SOLDIER,0.4,238.8,1789.0,-17.2,0.4,0.5,0.2
D4B_N_03,SPK_NIKO,0.4,320.0,2230.2,-24.8,0.4,0.2,0.4
D5_H_DISMANTLE2,SPK_HIKMET,0.4,307.7,2250.1,-19.0,0.3,0.1,0.7
D6A_S_LETTER,SPK_SOLDIER,0.4,200.0,1758.9,-18.2,0.1,0.5,0.2
D9_T_GOAT,SPK_TOLGA,0.4,144.8,1266.7,-21.9,0.0,0.5,0.3
MG_HAG_DOUBLE_LOW,SPK_DOUBLE,0.4,250.0,1989.4,-18.3,0.1,0.2,0.7
REACT_CALLIGRAPHER_COLOGNE,SPK_CALLIGRAPHER,0.4,87.4,963.5,-19.2,0.0,0.5,0.0
REACT_CANDARLI_BOOK,SPK_CANDARLI,0.4,98.8,1112.2,-18.0,0.4,0.3,0.5
REACT_URBAN_REPLAY_4,SPK_URBAN,0.4,313.7,2109.7,-19.6,0.3,0.5,0.4
D6_H_CALL,SPK_HIKMET,0.4,313.7,2199.5,-19.0,0.0,0.3,0.7
D8_H_BADGE_3,SPK_HIKMET,0.4,313.7,2177.0,-21.1,0.0,0.5,0.7
REACT_NIKO_REPLAY_2,SPK_NIKO,0.4,307.7,2182.6,-25.7,0.1,0.5,0.2
REACT_SOLDIER_BOOK,SPK_SOLDIER,0.4,216.2,1765.2,-17.4,0.1,0.5,0.1
D12_F_WHO_C,SPK_FATIH,0.4,109.6,909.2,-22.3,0.4,0.5,0.6
D3_N_END_32,SPK_NIHAT,0.4,151.7,1258.2,-21.2,0.4,0.3,0.6
D3_N_END_33B,SPK_NIHAT,0.4,175.8,1252.1,-21.1,0.2,0.2,0.7
D5_H_CONF_4,SPK_HIKMET,0.4,320.0,2245.8,-19.0,0.3,0.1,0.7
D5_N_CALL_6,SPK_NIHAT,0.4,151.7,1222.2,-21.7,0.4,0.1,0.2
D6B_T_INSURANCE2,SPK_TOLGA,0.4,138.5,1349.4,-22.5,0.2,0.1,0.7
D7_T_CELL,SPK_TOLGA,0.4,135.0,1321.4,-20.5,0.4,0.1,0.7
D7_T_FAR_B,SPK_TOLGA,0.4,152.4,1334.1,-22.5,0.3,0.0,0.7
D8_V_01,SPK_VAN,0.4,326.5,1795.9,-22.7,0.2,0.3,0.7
REACT_EMPEROR_SELFIE,SPK_EMPEROR,0.4,103.9,1090.7,-20.7,0.2,0.3,0.7
REACT_LUTFI_CUBE,SPK_LUTFI,0.4,143.5,1185.4,-20.7,0.3,0.3,0.7
REACT_WINE_CUBE,SPK_WINE,0.4,205.1,1193.4,-23.3,0.4,0.1,0.7
D10H_L_OFFER,SPK_LUTFI,0.4,160.0,1220.1,-22.1,0.4,0.1,0.0
D10H_T_N_PEAS,SPK_TOLGA,0.4,134.5,1332.5,-22.1,0.4,0.1,0.4
D10L_G_TRUCE,SPK_GRANT,0.4,146.8,1232.9,-23.8,0.4,0.4,0.4
D10Z_T_MAIN_MODERN,SPK_TOLGA,0.4,153.9,1374.8,-21.4,0.4,0.3,0.1
D11_T_INSURANCE,SPK_TOLGA,0.4,153.8,1360.6,-21.6,0.4,0.2,0.1
D12_END_12_2_2,SPK_TOLGA,0.4,153.8,1375.7,-20.9,0.4,0.3,0.4
D1_H_29,SPK_HIKMET,0.4,307.7,2358.1,-19.9,0.3,0.5,0.1
D3_N_DOOR_1923,SPK_NIHAT,0.4,152.4,1231.0,-21.9,0.4,0.0,0.1
D4A_ITEM_BOOK_1,SPK_HASAN,0.4,290.9,1916.0,-22.5,0.2,0.5,0.1
D4A_T_03,SPK_TOLGA,0.4,134.5,1299.3,-22.1,0.4,0.3,0.4
MG_ARC_H_MISS_1,SPK_HASAN,0.4,296.3,1789.9,-23.9,0.4,0.1,0.7
D10H_TH_01,SPK_THEODOROS,0.4,97.0,1589.9,-23.7,0.4,0.3,0.0
D10Z_F_TASTE_OK,SPK_FATIH,0.4,114.3,990.3,-20.4,0.0,0.5,0.3
D11_N_05,SPK_NIHAT,0.4,158.4,1268.7,-21.9,0.2,0.5,0.2
D6B_G_INSURANCE2,SPK_GIUST,0.4,210.5,1986.5,-23.7,0.2,0.5,0.2
D7_THEO_TRUTH_OUT,SPK_THEODOROS,0.4,97.0,1708.0,-23.2,0.4,0.1,0.2
D8_H_FAIL_END,SPK_HIKMET,0.4,307.7,2354.4,-20.5,0.3,0.5,0.3
D9_URBAN_BUSY,SPK_URBAN,0.4,320.0,2015.2,-21.1,0.0,0.2,0.6
REACT_AGA_LIGHTER,SPK_AGA,0.4,333.3,1865.9,-22.1,0.0,0.5,0.2
REACT_GUARDS_POWERBANK,SPK_HASAN,0.4,266.7,1739.3,-23.1,0.4,0.4,0.2
REACT_PASHA_CHICKPEAS,SPK_PASHA,0.4,118.5,1077.9,-22.8,0.0,0.0,0.6
D5_H_PICK_RING,SPK_HIKMET,0.4,307.7,2336.8,-21.0,0.3,0.4,0.6
D7_KADRI_PROTECT,SPK_KADRI,0.4,320.0,1946.2,-23.3,0.3,0.5,0.6
D8_H_GOT_RAINCOAT,SPK_HIKMET,0.4,313.7,2176.4,-19.8,0.0,0.5,0.2
ITEM_SELF_REMOTE,SPK_TOLGA,0.4,144.1,1385.2,-22.4,0.0,0.3,0.6
REACT_FATIH_REPLAY_5,SPK_FATIH,0.4,111.9,989.7,-21.0,0.2,0.5,0.0
REACT_NIKO_CUBE,SPK_NIKO,0.4,307.7,2320.5,-25.6,0.1,0.5,0.1
D10L_T_02,SPK_TOLGA,0.4,136.8,1401.5,-20.7,0.3,0.5,0.6
D12_F_KEY_C_NO,SPK_FATIH,0.4,109.6,925.5,-19.9,0.4,0.3,0.5
D3_N_04,SPK_NIHAT,0.4,168.4,1266.5,-21.6,0.0,0.5,0.3
MG_ARC_H_BULL_3,SPK_HASAN,0.4,271.2,1908.4,-22.2,0.3,0.5,0.3
MG_HAG_NIKO_LOW,SPK_NIKO,0.4,316.9,2319.2,-25.9,0.3,0.5,0.3
REACT_WINE_THERMOS,SPK_WINE,0.4,205.1,1180.6,-22.2,0.4,0.2,0.0
D10H_T_RADIO_SHAME,SPK_TOLGA,0.3,137.9,1333.1,-20.6,0.2,0.0,0.6
D10O_A_Q1_SKIP,SPK_AGA,0.3,340.4,1819.2,-21.1,0.3,0.0,0.5
D10O_A_SHOUT,SPK_AGA,0.3,340.4,1791.6,-21.1,0.3,0.2,0.5
D10O_T_THROWN_2,SPK_TOLGA,0.3,146.8,1278.9,-22.3,0.1,0.4,0.5
D13_MECLIS_2,SPK_TOLGA,0.3,135.6,1287.8,-20.7,0.3,0.4,0.5
D15_S_W1,SPK_TOLGA,0.3,137.3,1396.8,-20.6,0.3,0.4,0.6
REACT_GIUST_THERMOS,SPK_GIUST,0.3,213.3,2182.4,-24.2,0.0,0.4,0.6
REACT_NIHAT_POWERBANK,SPK_NIHAT,0.3,160.0,1245.3,-23.0,0.2,0.2,0.6
D10B_U_01,SPK_URBAN,0.3,326.5,2059.7,-19.9,0.3,0.1,0.2
D10B_U_NAME_2,SPK_URBAN,0.3,326.5,1994.1,-20.4,0.3,0.4,0.1
D10B_U_POWDER_2,SPK_URBAN,0.3,326.5,2045.6,-19.8,0.3,0.0,0.2
D10G_T_C_2,SPK_TOLGA,0.3,148.1,1399.1,-21.8,0.2,0.4,0.2
D10L_T_MEET_3B,SPK_TOLGA,0.3,143.5,1382.6,-22.3,0.0,0.3,0.6
D10O_A_Q2_SKIP,SPK_AGA,0.3,326.5,1800.9,-22.4,0.3,0.1,0.4
D10Z_K_CRIT_3,SPK_KADRI,0.3,310.7,2051.4,-23.4,0.2,0.2,0.6
D11_N_HELP_3,SPK_NIHAT,0.3,154.6,1265.1,-22.0,0.3,0.4,0.1
D12_H_02,SPK_HIKMET,0.3,320.0,2345.0,-19.7,0.3,0.4,0.2
D12_T_WHO_A,SPK_TOLGA,0.3,144.1,1398.2,-21.8,0.0,0.4,0.2
D4_H_RED,SPK_HIKMET,0.3,320.0,2184.3,-19.8,0.3,0.4,0.1
D5_H_01,SPK_HIKMET,0.3,307.7,2182.3,-20.5,0.3,0.4,0.3
D7_URBAN_HELLO,SPK_URBAN,0.3,326.5,2068.5,-20.5,0.3,0.2,0.2
D9_URBAN_TRIAL,SPK_URBAN,0.3,326.5,2023.9,-20.4,0.3,0.2,0.1
QUEST_POWERBANK_DONE,SPK_TOLGA,0.3,152.4,1280.8,-22.3,0.3,0.4,0.5
REACT_AGA_TAPE,SPK_AGA,0.3,326.5,1806.7,-21.1,0.3,0.1,0.5
REACT_CLERK_CHICKPEAS,SPK_CLERK,0.3,153.1,2249.0,-20.7,0.2,0.4,0.1
REACT_CLERK_SELFIE,SPK_CLERK,0.3,151.7,2116.5,-21.5,0.3,0.1,0.3
REACT_FISHMONGER_LIGHTER,SPK_FISHMONGER,0.3,372.1,2192.5,-22.1,0.0,0.4,0.1
REACT_THEODOROS_LIGHTER,SPK_THEODOROS,0.3,102.6,1803.4,-24.6,0.3,0.4,0.4
D10O_T_02,SPK_TOLGA,0.3,152.4,1388.2,-21.8,0.3,0.4,0.2
D10Z_K_SOUP_NO,SPK_KADRI,0.3,320.0,2076.3,-24.0,0.3,0.4,0.2
D11_H_05,SPK_HIKMET,0.3,320.0,2203.9,-20.3,0.3,0.3,0.2
D13_H_MISSED,SPK_HIKMET,0.3,313.7,2308.3,-20.9,0.0,0.2,0.6
D1_H_30,SPK_HIKMET,0.3,320.0,2241.4,-20.0,0.3,0.1,0.0
D3_H_KIND,SPK_HIKMET,0.3,320.0,2317.0,-20.3,0.3,0.3,0.1
D3_N_18,SPK_NIHAT,0.3,154.6,1250.7,-22.2,0.3,0.2,0.1
D4A_K_DISHES2,SPK_KADRI,0.3,320.0,2017.3,-23.6,0.3,0.0,0.5
D5_H_CONF_1,SPK_HIKMET,0.3,320.0,2296.4,-20.8,0.3,0.2,0.5
D6_KADRI_CHICKPEAS,SPK_KADRI,0.3,320.0,1989.5,-24.4,0.3,0.2,0.0
D6_KADRI_DONE,SPK_KADRI,0.3,320.0,2078.8,-25.3,0.3,0.4,0.6
D6_KADRI_PHONE,SPK_KADRI,0.3,320.0,1978.9,-24.4,0.3,0.2,0.0
D6_KADRI_POWERBANK,SPK_KADRI,0.3,320.0,1963.2,-25.2,0.3,0.3,0.5
D7_LUTFI_FEE,SPK_LUTFI,0.3,152.4,1181.9,-23.2,0.1,0.4,0.6
D8_H_GOT_GLASS,SPK_HIKMET,0.3,320.0,2279.1,-20.5,0.3,0.1,0.3
HIKMET_ITEM_CHICKPEAS,SPK_HIKMET,0.3,320.0,2268.1,-19.9,0.3,0.0,0.1
MG_HAG_URBAN_FAIR,SPK_URBAN,0.3,313.7,2092.3,-19.9,0.3,0.4,0.2
MG_HAG_URBAN_LOSE,SPK_URBAN,0.3,313.7,2056.7,-19.4,0.3,0.1,0.5
MG_HAG_URBAN_NOSWEET,SPK_URBAN,0.3,313.7,2026.6,-20.7,0.3,0.2,0.4
REACT_FATIH_REPLAY_4,SPK_FATIH,0.3,117.6,916.4,-20.9,0.3,0.4,0.1
REACT_KADRI_CUBE,SPK_KADRI,0.3,320.0,2014.5,-23.8,0.3,0.0,0.3
D10B_H_B3_AIR,SPK_HIKMET,0.3,307.7,2243.4,-19.9,0.3,0.1,0.1
D13_H_FOUND,SPK_HIKMET,0.3,307.7,2292.1,-20.7,0.3,0.1,0.4
D3_H_TEA_1,SPK_HIKMET,0.3,307.7,2300.4,-19.5,0.3,0.2,0.4
D4B_T_MERCHANT,SPK_TOLGA,0.3,151.7,1332.4,-22.3,0.3,0.1,0.5
D5_H_03,SPK_HIKMET,0.3,307.7,2236.8,-20.3,0.3,0.1,0.2
D5_H_HATCH_EMPTY,SPK_HIKMET,0.3,307.7,2227.8,-20.6,0.3,0.2,0.4
D6_LUTFI_FEZ_ON,SPK_LUTFI,0.3,158.4,1225.5,-22.7,0.3,0.0,0.3
D6_LUTFI_TAPE,SPK_LUTFI,0.3,142.2,1264.4,-22.8,0.3,0.3,0.4
D7_HASAN_TRUTH_Y,SPK_HASAN,0.3,271.2,1750.0,-23.7,0.3,0.3,0.5
D8_H_BADGE_2,SPK_HIKMET,0.3,307.7,2249.4,-20.8,0.3,0.1,0.5
D9_KADRI_OFFER_2,SPK_KADRI,0.3,307.7,2023.0,-24.3,0.3,0.0,0.0
D9_THEO_5,SPK_THEODOROS,0.3,102.6,1766.5,-24.6,0.3,0.3,0.4
ITEM_SELF_POWERBANK,SPK_TOLGA,0.3,136.2,1313.2,-20.9,0.3,0.2,0.4
REACT_FISHMONGER_POWERBANK,SPK_FISHMONGER,0.3,372.1,2204.9,-22.9,0.0,0.4,0.5
D10A_N_OTAG_2,SPK_NIHAT,0.3,155.3,1215.5,-22.5,0.3,0.2,0.3
D10H_K_RENT,SPK_EMPEROR,0.3,100.6,1222.1,-23.2,0.2,0.4,0.3
D10O_T_DERVISH_ASK,SPK_TOLGA,0.3,148.9,1384.8,-22.3,0.2,0.3,0.5
D10Z_K_TASTE_BURNT,SPK_KADRI,0.3,313.7,2025.8,-25.3,0.0,0.0,0.5
D14_N_Z1,SPK_NIHAT,0.3,155.3,1230.1,-22.0,0.3,0.1,0.1
D4A_HU_GO_BACK,SPK_HUSEYIN,0.3,280.7,1523.9,-22.0,0.3,0.3,0.1
D4A_HU_STOP,SPK_HUSEYIN,0.3,280.7,1446.8,-22.1,0.3,0.1,0.1
D6B_C_NEED,SPK_CLERK,0.3,161.6,2161.3,-21.8,0.3,0.1,0.5
D7_N_LUTFI_ASK,SPK_NIHAT,0.3,155.3,1234.3,-22.5,0.3,0.0,0.2
D7_THEO_FORM_Z9,SPK_THEODOROS,0.3,98.2,1730.3,-22.6,0.2,0.2,0.5
MG_ARC_H_WIND,SPK_HASAN,0.3,283.2,1878.5,-21.8,0.0,0.3,0.5
REACT_URBAN_REPLAY_1,SPK_URBAN,0.3,320.0,2060.5,-19.4,0.0,0.1,0.5
REACT_URBAN_REPLAY_3,SPK_URBAN,0.3,320.0,2094.2,-20.2,0.0,0.4,0.0
D14_N_01,SPK_NIHAT,0.3,156.9,1257.2,-22.9,0.3,0.3,0.5
D4A_HA_ARGUE_5,SPK_HASAN,0.3,275.9,1892.2,-23.0,0.1,0.4,0.1
D8_H_AGENTS,SPK_HIKMET,0.3,313.7,2334.7,-20.5,0.0,0.4,0.3
D8_N_RULEFREE,SPK_NIHAT,0.3,156.1,1254.9,-22.3,0.3,0.3,0.1
D8_T_RADIO_B,SPK_TOLGA,0.3,136.8,1318.4,-22.1,0.3,0.1,0.4
D9_MINER_BUSY,SPK_MINER,0.3,231.9,2278.6,-19.1,0.0,0.0,0.5
HIKMET_ITEM_PHONE,SPK_HIKMET,0.3,316.9,2306.5,-20.8,0.2,0.2,0.5
REACT_CALLIGRAPHER_LIGHTER,SPK_CALLIGRAPHER,0.3,87.0,999.2,-19.1,0.0,0.4,0.0
D12_F_ITEM_CHICKPEAS,SPK_FATIH,0.3,116.8,981.5,-20.7,0.2,0.4,0.2
D6B_C_OK_4,SPK_CLERK,0.3,152.4,2148.6,-21.7,0.3,0.1,0.4
D7_HUSEYIN_TRUTH_A,SPK_HUSEYIN,0.3,262.3,1405.6,-21.5,0.2,0.3,0.5
REACT_FISHMONGER_BOOK,SPK_FISHMONGER,0.3,372.1,2217.9,-21.3,0.0,0.3,0.5
REACT_NIKO_THERMOS,SPK_NIKO,0.3,307.7,2233.5,-26.1,0.1,0.1,0.5
D10H_N_DONE,SPK_NIKO,0.3,307.7,2305.4,-25.7,0.1,0.3,0.2
D11_N_ILLUM,SPK_NIHAT,0.3,160.0,1259.2,-22.1,0.2,0.3,0.0
D12_T_KITCHEN_END,SPK_TOLGA,0.3,143.5,1290.3,-21.8,0.0,0.3,0.2
D3_N_03,SPK_NIHAT,0.3,156.9,1221.5,-22.8,0.3,0.2,0.5
D5_V_1,SPK_VAN,0.3,326.5,1742.5,-24.4,0.2,0.2,0.5
REACT_DOUBLE_LIGHTER,SPK_DOUBLE,0.3,258.1,1927.9,-20.4,0.3,0.3,0.2
D3_N_EVIDENCE_HIKMET,SPK_NIHAT,0.3,160.0,1208.6,-22.3,0.2,0.3,0.1
D4A_ITEM_COLOGNE_1,SPK_HASAN,0.3,271.2,1821.1,-23.0,0.3,0.0,0.2
D10A_N_FORM_6,SPK_NIHAT,0.3,157.6,1254.0,-22.2,0.3,0.3,0.1
D10B_F_B1_1,SPK_FATIH,0.3,111.9,934.9,-20.1,0.2,0.2,0.4
D10G_T_RADIO,SPK_TOLGA,0.3,142.9,1294.5,-21.3,0.1,0.3,0.1
D10Z_K_ASK_MAIN,SPK_KADRI,0.3,313.7,2071.2,-24.4,0.0,0.3,0.0
D15_O_T4,SPK_TOLGA,0.3,140.4,1385.2,-21.2,0.1,0.3,0.2
D1_H_15,SPK_HIKMET,0.3,313.7,2325.4,-19.7,0.0,0.3,0.3
D1_H_22,SPK_HIKMET,0.3,313.7,2308.4,-20.7,0.0,0.2,0.4
REACT_EMPEROR_REPLAY_1,SPK_EMPEROR,0.3,100.6,1119.4,-23.6,0.2,0.2,0.4
D12B_K_DONE_3,SPK_EMPEROR,0.2,103.2,1164.3,-21.3,0.1,0.1,0.4
D12B_K_Q,SPK_EMPEROR,0.2,101.3,1207.3,-21.6,0.1,0.3,0.3
D12_T_KEY_A,SPK_TOLGA,0.2,137.9,1365.3,-21.8,0.2,0.2,0.2
D4A_HU_CAUGHT,SPK_HUSEYIN,0.2,278.3,1438.5,-22.4,0.2,0.1,0.1
D9_URBAN_TR2,SPK_URBAN,0.2,320.0,2080.7,-19.5,0.0,0.3,0.4
REACT_GIUST_BOOK,SPK_GIUST,0.2,210.5,2159.0,-23.6,0.2,0.3,0.2
REACT_SOLDIER_THERMOS,SPK_SOLDIER,0.2,200.0,2052.5,-18.7,0.1,0.2,0.4
D10H_K_CONFESS,SPK_EMPEROR,0.2,100.6,1196.0,-22.6,0.2,0.2,0.1
D16_G_CATCH_2,SPK_HASAN,0.2,290.9,1754.4,-22.6,0.2,0.3,0.0
D2_H_SWIM_HELP,SPK_HIKMET,0.2,313.7,2314.1,-19.4,0.0,0.3,0.4
D7_N_LOST_END,SPK_NIHAT,0.2,158.4,1231.1,-22.0,0.2,0.0,0.1
D7_N_TRACE_OUTSIDE,SPK_NIHAT,0.2,158.4,1239.8,-22.1,0.2,0.1,0.0
D8_H_BADGE_1,SPK_HIKMET,0.2,313.7,2207.2,-19.6,0.0,0.3,0.3
REACT_FATIH_BOOK,SPK_FATIH,0.2,111.1,960.0,-21.7,0.2,0.1,0.3
REACT_GIUST_POWERBANK,SPK_GIUST,0.2,216.2,2060.5,-22.7,0.2,0.1,0.4
REACT_SOLDIER_TAPE,SPK_SOLDIER,0.2,223.8,1905.2,-17.6,0.2,0.1,0.0
D15_S_W13,SPK_TOLGA,0.2,145.5,1372.4,-22.1,0.1,0.2,0.4
REACT_NIHAT_THERMOS,SPK_NIHAT,0.2,164.9,1217.7,-22.7,0.1,0.2,0.4
D12_END_12_4_3,SPK_FATIH,0.2,117.2,933.9,-21.7,0.2,0.2,0.3
D8_H_C_02,SPK_HIKMET,0.2,313.7,2286.7,-19.5,0.0,0.1,0.4
D7_EMP_HELLO,SPK_EMPEROR,0.2,101.9,1198.4,-22.0,0.1,0.3,0.2
D10O_DERVISH_2,SPK_DERVISH,0.2,92.0,1440.4,-20.9,0.2,0.1,0.3
D4B_T_SINERJI,SPK_TOLGA,0.2,140.4,1373.6,-22.0,0.1,0.2,0.3
D7_N_COLD,SPK_NIHAT,0.2,163.3,1226.4,-22.6,0.1,0.1,0.3
D8_C_03,SPK_CEMIL,0.2,256.0,1614.6,-20.0,0.1,0.0,0.3
REACT_PAINTER_COLOGNE,SPK_PAINTER,0.2,97.0,1819.3,-24.8,0.0,0.1,0.3
D12_END_12_1_3,SPK_FATIH,0.2,111.9,966.6,-20.7,0.2,0.2,0.1
D12_T_K_02,SPK_TOLGA,0.2,139.7,1307.0,-21.8,0.2,0.2,0.2
D4B_N_03_NOFEZ,SPK_NIKO,0.2,313.7,2231.1,-25.4,0.2,0.2,0.0
REACT_GUARDS_BOOK,SPK_HASAN,0.2,275.9,1791.0,-23.3,0.1,0.1,0.3
REACT_NOTARY_PHONE,SPK_NOTARY,0.2,183.9,1183.1,-19.6,0.1,0.0,0.3
REACT_DERVISH_CHICKPEAS,SPK_DERVISH,0.2,93.0,1482.5,-21.4,0.0,0.2,0.0
REACT_SOLDIER_LIGHTER,SPK_SOLDIER,0.2,217.7,1972.8,-17.2,0.2,0.0,0.1
D10H_G_PB,SPK_GIUST,0.2,213.3,2059.4,-22.9,0.0,0.1,0.3
D15_S_W2,SPK_TOLGA,0.2,140.4,1340.6,-21.1,0.1,0.0,0.3
D9_URBAN_NO,SPK_URBAN,0.2,320.0,2070.7,-20.3,0.0,0.2,0.1
REACT_URBAN_BOOK,SPK_URBAN,0.2,316.9,2067.1,-20.2,0.2,0.2,0.0
D10A_T_04_CUBE,SPK_TOLGA,0.1,140.4,1352.4,-21.5,0.1,0.1,0.0
MG_MAN_E_OUCH_1,SPK_EMPEROR,0.1,101.3,1121.0,-22.0,0.1,0.2,0.1
D4A_ITEM_THERMOS_1,SPK_HASAN,0.1,280.7,1850.2,-22.3,0.0,0.2,0.2
D4A_ITEM_POWERBANK_2,SPK_HUSEYIN,0.1,273.7,1476.8,-22.0,0.1,0.1,0.1
D7_URBAN_NO,SPK_URBAN,0.1,320.0,2031.9,-20.5,0.0,0.1,0.2
REACT_URBAN_SELFIE,SPK_URBAN,0.1,320.0,2065.8,-20.3,0.0,0.2,0.1
REACT_URBAN_LIGHTER,SPK_URBAN,0.1,320.0,2051.6,-20.5,0.0,0.1,0.2
D10O_A_ITEM_SELFIE,SPK_AGA,0.1,333.3,1799.4,-21.7,0.0,0.1,0.1
D7_HASAN_TRUTH_A,SPK_HASAN,0.1,285.7,1833.3,-22.6,0.1,0.1,0.1
REACT_DOUBLE_CHICKPEAS,SPK_DOUBLE,0.1,254.0,1961.9,-19.9,0.1,0.1,0.0
D6A_T_ROAD_C,SPK_TOLGA,0.1,142.9,1329.1,-21.7,0.1,0.1,0.1
REACT_CALLIGRAPHER_THERMOS,SPK_CALLIGRAPHER,0.1,86.5,1077.0,-19.3,0.1,0.0,0.1
D10G_C_SAIL,SPK_CAPTAIN,0.0,266.7,1884.5,-18.1,0.0,0.0,0.1
D2_H_AFTER_WARRANTY,SPK_HIKMET,0.0,313.7,2254.7,-20.0,0.0,0.1,0.0
REACT_PAINTER_BOOK,SPK_PAINTER,0.0,97.0,1831.9,-24.3,0.0,0.0,0.0
D10B_RIDER,SPK_RIDER,,283.2,1946.2,-22.7,,,
D10H_E_01,SPK_ENVOY,,149.5,1943.6,-21.2,,,
D10H_E_FIXED_2,SPK_ENVOY,,254.0,1695.2,-20.9,,,
D10H_E_MAYBE,SPK_ENVOY,,340.4,1640.9,-19.1,,,
D10H_E_OFFER,SPK_ENVOY,,228.6,1825.2,-18.5,,,
D14_N_Z1_KNOWN,?,,166.7,1183.4,-20.6,,,
D14_N_Z1_REFUSED,?,,145.5,1274.4,-21.2,,,
D15_O_DOCS_2,SPK_MANAGER,,219.2,1695.2,-20.0,,,
D15_O_IDK_2,SPK_MANAGER,,213.3,1823.6,-20.4,,,
D15_O_Q,SPK_MANAGER,,230.2,2168.7,-24.8,,,
D15_O_T2,SPK_MANAGER,,262.3,1943.4,-21.0,,,
D15_O_W10_A,SPK_COWORKER_A,,275.9,1251.5,-24.2,,,
D15_O_W10_B,SPK_COWORKER_B,,252.0,1489.2,-21.4,,,
